Report date;Property no.;Property name;Street address;Postal code;City;Lease no.;Tenant;Business ID;Tenant brand;Tenant group;Region;Lease type;Type of use;Building ID;Lease unit;ModelTreeID;Construction year;Renovation year;Leasable area (sqm);Quantity (pcs);Lease started;Beginning lease;Lease expiry date (fixed term);Earliest notice date (landlord);Notice period (landlord);Earliest possible expiry date; Notice period (tenant) ;Lease maturity;Conditions for lease extension;Capital rent; Maintenance rent ; Maintenance rent adjustments ;Supplements; Investment rent ; Discounts ;Total monthly rent;Rent type;VAT tax base; Base rent ;Basis of rent increase;Index type;Base index value;Month(s) of rent increase;Latest index review;Latest index value;Minimum rent increase;Tenure;Leasehold termination;Property ID;Beds/rooms;Measured m2;ERV €/m2;Valuation
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510000968;Rakennusliike Jusmar Oy;1841936-0;;Rakennusliike Jusmar Oy;;Rolling;Office;,AYR12;F4-3;;2001;;220,50;;1.10.2018;;;31.03.2021;6;30.9.2021;6;0,91;;4 131,60;;;132;;;4 263,90;;24 %;4 079,25;Index-based;Cost-of-living index (1951:10 = 100);1948;1,7,;20205;1965;;Freehold;;92-52-110-6           ,;;217,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001237;Renta Yhtiöt Oy;2443140-3;;Renta Yhtiöt Oy;;Rolling;Office;,AYR12;F6-1;;2001;;445,00;;1.6.2019;;;30.11.2021;6;31.5.2022;6;1,58;;8 325,33;;;267;;;8 592,33;;24 %;8 232,50;Index-based;Cost-of-living index (1951:10 = 100);1951;1,;201911;1973;;Freehold;;92-52-110-6           ,;;445,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000590;Sodexo Oy;0907890-4;;Sodexo Oy;;Rolling;Office;,AYR12;F1-3;;2001;;118,00;;14.6.2010;;;;;31.12.2020;;0,16;;975,00;;;;;;975,00;;24 %;;No rent adjustments;;;;;;;Freehold;;92-52-110-6           ,;;119,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001164;Spelsberg Oy;2975269-5;;Spelsberg Oy;;Rolling;Office;,AYR12;F3-1;;2001;;88,50;;1.3.2019;;;31.08.2021;6;28.2.2022;6;1,33;;1 635,19;;;74;;;1 709,32;;24 %;1 675,81;Index-based;Cost-of-living index (1951:10 = 100);1950;1,;201911;1973;2,00 %;Freehold;;92-52-110-6           ,;;88,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510000811;Taloasema Oy;2294987-4;;Taloasema Oy;;Rolling;Office;,AYR12;F2-2;;2001;;180,00;;1.3.2018;;;31.08.2020;6;31.5.2021;6;0,58;;3 341,99;;;108;;;3 449,99;;24 %;3 276,00;Index-based;Cost-of-living index (1951:10 = 100);1936;1,;201910;1975;;Freehold;;92-52-110-6           ,;;180,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001008;The Swatch Group (Nordic) AB, Suomen sivuliike;1737699-5;;The Swatch Group (Nordic) AB, Suomen sivuliike;;Fixed term;Office;,AYR12;F4-2;;2001;;270,00;;1.1.2019;;31.12.2023;;;31.12.2023;;3,16;;5 078,63;;;;;;5 078,63;;24 %;5 022,00;Index-based;Cost-of-living index (1951:10 = 100);1951;1,;201911;1973;;Freehold;;92-52-110-6           ,;;273,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001699;Tilitoimisto Auctora Oy;2450900-4;;Tilitoimisto Auctora Oy;;Rolling;Office;,AYR12;F4-1;;2001;;172,00;;1.10.2020;;;31.10.2020;6;31.5.2021;6;0,58;;3 354,00;;;146;;;3 500,20;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1965;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;172,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001731;Trelleborg Sealing Solutions Finland Oy;0721679-5;;Trelleborg Sealing Solutions Finland Oy;;Fixed term;Office;,AYR12;F7-2;;2001;;229,50;;1.1.2021;beginning;31.7.2026;;;31.7.2026;;5,75;The Lessee has renewal option for three years regarding this agreement. The Lessee must inform the Lessor in written at the latest 31.7.2025.;4 245,75;;;195;;;4 440,83;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,7,;;;;Freehold;;92-52-110-6           ,;;230,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000589;Trelleborg Sealing Solutions Finland Oy;0721679-5;;Trelleborg Sealing Solutions Finland Oy;;Fixed term;Office;,AYR12;F7-2;;2001;;229,50;;1.8.2016;;31.12.2020;;;31.12.2020;;0,16;;4 264,88;;;138;;;4 402,58;;24 %;4 131,00;Index-based;Cost-of-living index (1951:10 = 100);1913;1,7,;20204;1966;;Freehold;;92-52-110-6           ,;;230,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;;TYHJÄT TILAT;;;;;;Office Business Park;AYR12;F1-2/liiketila;;2001;;127,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-52-110-6           ;;127,50;13,00;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;;TYHJÄT TILAT;;;;;;Office Business Park;AYR12;F1-4/liiketila;;2001;;14,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-52-110-6           ;;14,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;;TYHJÄT TILAT;;;;;;Office Business Park;AYR12;F4-4/liiketila;;2001;;192,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-52-110-6           ;;195,00;13,00;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;;TYHJÄT TILAT;;;;;;Office Business Park;AYR12;F5-3/liiketila;;2001;;166,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-52-110-6           ;;166,00;13,00;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001428;Univar Solutions Oy;0536122-7;;Univar Solutions Oy;;Fixed term;Office;,AYR12;F5-4;;2001;;246,00;;1.1.2020;;31.12.2022;;;31.12.2022;;2,16;;4 428,00;;;209;;;4 637,10;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1965;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;246,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001389;WAGO Finland Oy;2660516-3;;WAGO Finland Oy;;Rolling;Office;,AYR12;F1-10;;2001;;37,00;;1.1.2020;;;;3;28.2.2021;3;0,33;;370,00;;;;;;370,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1969;1,;;;1,00 %;Freehold;;92-52-110-6           ,;;37,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001390;WAGO Finland Oy;2660516-3;;WAGO Finland Oy;;Fixed term;Office;,AYR12;F6-3;;2001;;412,00;;1.1.2020;;30.6.2025;;;30.6.2025;;4,66;;7 519,00;;;;;;7 519,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1969;1,;;;1,00 %;Freehold;;92-52-110-6           ,;;412,00;;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;550000609;Kesko Oyj;0109862-8;;Kesko Oyj;Uusimaa;Rolling;Grocery;,PEL01;B1-14, B1-15, F1-1, F1-2, F1-3, F1-4, F1-9, F2-1, F2-3, F2-7, F2-9;;1987;;5 299,00;;1.1.2017;;;31.12.2030;12;31.12.2031;12;11,17;;109 896,41;;;;;;109 896,41;;24 %;107 000,00;Index-based;Cost-of-living index (1951:10 = 100);1921;1,;201911;1973;;Freehold;;92-63-139-1, 92-421-  ,;;5 219,00;;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;510000897;MySauna Oy;2906737-2;;MySauna Oy;Uusimaa;Fixed term;Daily services;,PEL01;F3-3;;1987;;221,50;;4.5.2018;;4.5.2023;;;4.5.2023;;2,50;;3 086,66;;;;;;3 086,66;;24 %;2 800,12;Index-based;Cost-of-living index (1951:10 = 100);1939;1,;201911;1973;;Freehold;;92-63-139-1, 92-421-  ,;;221,50;;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;550000606;Oris Oy;0777932-8;;Oris Oy;Uusimaa;Rolling;Daily services;,PEL01;F3-8;;1987;;180,00;;1.6.2017;;;28.02.2020;3;28.2.2021;3;0,33;;2 580,28;;;;;;2 580,28;;0 %;2 520,00;Index-based;Cost-of-living index (1951:10 = 100);1923;7,;20205;1965;;Freehold;;92-63-139-1, 92-421-  ,;;234,50;;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Grocery;PEL01;B1-10/varasto;;1987;;61,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-63-139-1, 92-421-  ;;61,50;6,00;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Grocery;PEL01;B1-19/varasto;;1987;;17,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-63-139-1, 92-421-  ;;17,50;6,00;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Grocery;PEL01;B1-6/kellari;;1987;;193,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-63-139-1, 92-421-  ;;193,00;6,00;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Grocery;PEL01;B1-8/kellari;;1987;;98,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-63-139-1, 92-421-  ;;98,50;6,00;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Grocery;PEL01;F2-6/toimistotila;;1987;;525,00;;;;;;;;;;;;;;;;;;;0 %;;;;;;;;;Freehold;;,92-63-139-1, 92-421-  ;;509,00;11,00;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Grocery;PEL01;F3-11/toimistotila;;1987;;36,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-63-139-1, 92-421-  ;;39,50;11,00;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;550000607;Vantaan Energia Oy;0124461-3;;Vantaan Energia Oy;Uusimaa;Rolling;Retail;,PEL01;muuntamo;;1987;;0,00;;16.4.2004;;;01.06.2054;24;30.6.2056;24;35,68;;0,00;;;;;;0,00;;0 %;;No rent adjustments;;;;;;;Freehold;;92-63-139-1, 92-421-  ,;;;;JLL
1.11.2020;5525;Kiinteistö Oy Vantaan Peltolantie 1;Peltolantie 1;01300;Vantaa;550000608;Vänskä;;;Vänskä;Uusimaa;Rolling;Retail;,PEL01;B1-2, F3-9;;1987;;65,00;;1.3.1988;;;;6;31.12.2020;1;0,16;;616,04;;;;;;616,04;;0 %;495,95;Index-based;Cost-of-living index (1951:10 = 100);1590;3,;201910;1975;;Freehold;;92-63-139-1, 92-421-  ,;;95,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001560;Drop Design Pool Oy;2238453-5;;Drop Design Pool Oy;Uusimaa;Rolling;Retail;,RII01;F1-30;;1978;;51,00;;1.3.2020;;;31.12.2020;3;31.3.2021;3;0,41;;895,00;;;102;;;997,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;2,00 %;Freehold;;92-14-209-9           ,;;51,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510000622;Eurokangas Oy;0364411-9;;Eurokangas Oy;Uusimaa;Rolling;Retail;,RII01;F1-08, F1-09;;1978;;790,00;;1.8.2015;;;;6;31.5.2021;6;0,58;;8 115,43;1 975;;;;;10 090,43;;24 %;6 715,00;Index-based;Cost-of-living index (1951:10 = 100);1906;9,;20207;1976;;Freehold;;92-14-209-9           ,;;792,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001249;Foreman One Ky;1530846-2;;Foreman One Ky;Uusimaa;Rolling;Office;,RII01;F1-54;;1978;;15,00;;2.4.2019;;;;3;28.2.2021;3;0,33;;252,56;;;24;;;276,63;;24 %;251,79;Index-based;Cost-of-living index (1951:10 = 100);1959;1,7,;20205;1965;;Freehold;;92-14-209-9           ,;;16,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001630;Jetta-Talo Oy;0401341-5;;Jetta-Talo Oy;Uusimaa;Rolling;Retail;,RII01;F1-37;;1978;;80,00;;1.6.2020;;;31.12.2020;3;31.3.2021;3;0,41;;1 540,00;;;160;;;1 700,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1969;1,;;;1,50 %;Freehold;;92-14-209-9           ,;;80,00;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001429;JYSK OY;1000514-7;;JYSK OY;Uusimaa;Fixed term;Retail;,RII01;F1-17, F1-56;;1978;;1 539,50;;1.2.2020;;31.8.2029;;;31.8.2029;;8,84;Vuokra-aika jatkuu automaattisesti samoin ehdoin 5 vuotta edellä mainitusta päättymispäivästä lukien, ellei jompikumpi osapuoli ilmoita kirjallisesti viim. 12 kk ennen alkup. vuokra-ajan päättymispäivää, että vuokra-aikaa ei jatketa. Selvyyden vuoksi: vuokra-aika voi enintään jatkua 31.8.2029 saakka.;12 239,03;3 295;1 791;;;;17 324,29;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1965;1,;;;;Freehold;;92-14-209-9           ,;;1 536,00;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510000618;Kruunukaluste Oy;2354892-5;;Kruunukaluste Oy;Uusimaa;Rolling;Retail;,RII01;F1-07, F1-66, F2-01, F2-02, F2-08;;1978;;3 595,00;;1.9.2015;;;28.02.2024;6;31.8.2024;6;3,83;;25 378,67;6 000;;;;;31 378,67;;24 %;21 000,00;Index-based;Cost-of-living index (1951:10 = 100);1908;10,;20208;1977;;Freehold;;92-14-209-9           ,;;3 607,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510000799;Lammin Betoni Oy;0150601-1;;Lammin Betoni Oy;Uusimaa;Rolling;Retail;,RII01;F1-40, F1-45, F1-47;;1978;;171,00;;1.1.2018;;;31.12.2018;3;28.2.2021;3;0,33;;4 161,60;;;176;;;4 337,60;;24 %;4 000,00;Index-based;Cost-of-living index (1951:10 = 100);1931;1,;201911;1973;2,00 %;Freehold;;92-14-209-9           ,;;169,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001527;Masu Finland Oy;2995146-7;;Masu Finland Oy;Uusimaa;Rolling;Daily services;,RII01;F1-29, F1-50, F1-50B;;1978;;96,00;;15.1.2020;;;31.12.2020;3;31.3.2021;3;0,41;"Ellei sopimusta irtisanota määräpäivään 31.12.2020 mennessä, jatkuu se määräajan jälkeen toistaiseksi voimassaolevana ja
sopimuksen molemminpuolinen irtisanomisaika on 3 kuukautta. Irtisanomisajan alkamispäivä on kunkin kuukauden viimeinen päivä.";1 588,60;;;184;;;1 772,60;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;2,00 %;Freehold;;92-14-209-9           ,;;94,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001561;Masu Finland Oy;2995146-7;;Masu Finland Oy;Uusimaa;Rolling;Daily services;,RII01;F1-48;;1978;;7,00;;2.3.2020;;;;3;28.2.2021;3;0,33;;90,00;;;;;;90,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1969;1,;;;1,00 %;Freehold;;92-14-209-9           ,;;7,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001117;Metropoli Kaluste Oy;2330135-9;;Metropoli Kaluste Oy;Uusimaa;Fixed term;Retail;,RII01;F2-06, F2-07;;1978;;767,50;;1.1.2019;;31.3.2022;;;31.3.2022;;1,41;;5 871,38;1 937;;;;;7 808,72;;24 %;5 756,25;Index-based;Cost-of-living index (1951:10 = 100);1955;1,;201911;1973;2,00 %;Freehold;;92-14-209-9           ,;;767,50;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001554;Rakennusliike Vahva Oy;2837968-1;;Rakennusliike Vahva Oy;Uusimaa;Rolling;Retail;,RII01;F1-33;;1978;;24,00;;1.3.2020;;;31.12.2020;3;31.3.2021;3;0,41;;600,00;;;48;;;648,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;2,00 %;Freehold;;92-14-209-9           ,;;24,00;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001666;Ralf Ajalin Oy;0627595-3;;Ralf Ajalin Oy;Uusimaa;Fixed term;Retail;,RII01;F1-15;;1978;;141,00;;1.7.2020;;31.8.2023;;;31.8.2023;;2,83;;2 115,00;354;;;;;2 468,91;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1965;1,;;;2,00 %;Freehold;;92-14-209-9           ,;;141,00;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510000626;Scandibox Oy;2720973-6;;Scandibox Oy;Uusimaa;Rolling;Retail;,RII01;F1-23, F2-13;;1978;;510,00;;1.12.2015;;;;3;28.2.2021;3;0,33;;2 591,82;;;;;;2 591,82;;24 %;2 500,00;Index-based;Cost-of-living index (1951:10 = 100);1906;9,;20207;1976;;Freehold;;92-14-209-9           ,;;520,00;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510001733;Suomen Betonileimasin Oy;1089626-9;;Suomen Betonileimasin Oy;Uusimaa;Fixed term;Retail;,RII01;F1-13;;1978;;52,00;;1.12.2020;beginning;30.11.2023;;;30.11.2023;;3,08;;1 030,00;131;;;;;1 160,52;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1977;1,;;;1,00 %;Freehold;;92-14-209-9           ,;;52,00;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510000628;Tmi Dong Sheng;2581513-4;;Tmi Dong Sheng;Uusimaa;Rolling;Daily services;,RII01;F2-04;;1978;;300,00;;1.5.2017;;;;;31.12.2020;;0,16;;2 147,90;754;;;;;2 901,73;;24 %;2 100,00;Index-based;Cost-of-living index (1951:10 = 100);1929;5,;20203;1973;;Freehold;;92-14-209-9           ,;;294,00;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;510000617;Tokmanni Oy;1928426-9;;Tokmanni Oy;Uusimaa;Fixed term;Discount retail;,RII01;F1-01, F1-20;;1978;;4 354,00;;1.12.2015;;30.11.2025;;;30.11.2025;;5,08;;45 996,43;;;500;;;46 496,43;;24 %;44 367,00;Index-based;Cost-of-living index (1951:10 = 100);1906;3,;201912;1976;;Freehold;;92-14-209-9           ,;;3 989,00;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-21/varasto;;1978;;76,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;76,00;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-22/varasto;;1978;;570,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;570,00;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-25/varasto;;1978;;21,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;21,00;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-26/varasto;;1978;;4,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;4,00;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-31/liiketila;;1978;;35,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;35,50;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-32/liiketila;;1978;;23,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;24,00;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-34/liiketila;;1978;;20,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;20,00;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-35/liiketila;;1978;;22,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;22,00;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-38/liiketila;;1978;;9,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;9,50;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-39/liiketila;;1978;;12,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;12,00;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-41/liiketila;;1978;;32,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;32,00;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-43/liiketila;;1978;;19,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;19,50;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-44/liiketila;;1978;;13,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;14,00;;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-46/varasto;;1978;;7,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;7,00;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-49/varasto;;1978;;8,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;8,00;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-51/varasto;;1978;;50,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;50,00;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-52/varasto;;1978;;734,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;734,50;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-53/liiketila;;1978;;12,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;11,50;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-55/varasto;;1978;;50,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;50,00;8,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-57/liiketila;;1978;;20,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;20,00;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-58/liiketila;;1978;;18,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;18,00;25,00;JLL
1.11.2020;5526;Kiinteistö Oy Vantaan Kalustetie 1;Kalustetie 1;01720;Vantaa;;TYHJÄT TILAT;;;;Uusimaa;;Retail Park;RII01;F1-59/liiketila;;1978;;20,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,92-14-209-9           ;;20,00;25,00;JLL
